time,931,932,933,934,935,936,938,939,941,943,948,949,950
1373875230902,111,198,254,45,121,70,45,70,38,70,26,228,57
1373875531197,111,87,249,45,121,70,45,70,38,70,26,227,57
1373875831488,111,87,242,45,121,70,45,70,38,70,25,227,57
1373876131716,111,87,233,45,122,70,45,70,38,70,25,227,57
1373876437080,111,87,232,45,122,69,45,70,38,70,25,228,56
1373876732314,111,87,232,44,123,69,45,70,38,70,25,227,56
1373877032618,111,86,246,44,123,70,45,70,38,70,25,228,56
1373877332759,111,86,245,44,124,70,45,70,38,70,25,228,56
1373877633040,111,86,244,44,124,70,45,70,38,70,25,227,57
1373877933316,111,89,243,44,124,70,45,70,38,70,24,227,56
1373878233526,111,88,243,44,124,70,45,70,38,70,24,226,55
1373878533716,111,88,241,44,124,70,45,70,37,70,24,226,55
1373878834059,111,88,238,44,124,70,45,70,37,70,24,227,55
1373879134269,111,88,237,44,123,70,45,70,37,70,24,226,54
1373879434503,111,88,236,44,123,70,45,70,37,70,24,225,53
1373879734664,111,88,235,44,123,70,45,70,37,70,24,225,53
1373880034939,111,86,233,44,123,70,45,70,37,70,24,225,52
1373880335142,111,86,233,44,123,70,45,70,37,70,24,225,52
1373880635501,111,86,232,44,123,70,45,70,37,70,24,225,52
1373880935579,111,86,232,44,123,70,45,70,37,70,24,225,52
1373881235711,111,86,232,44,120,41,45,70,37,70,24,225,52
1373881535983,111,86,231,44,117,22,45,70,37,70,24,225,52
1373881836213,111,86,230,44,117,22,45,70,37,70,24,225,51
1373882136425,111,86,230,44,117,22,45,70,37,70,24,224,51
1373882436534,111,86,230,44,117,22,45,70,37,70,24,226,51
1373882736762,111,86,230,44,117,22,45,70,37,70,24,225,51
1373883037014,111,86,230,44,117,22,45,70,37,70,24,225,51
1373883342264,111,86,230,44,117,22,45,70,37,70,24,225,51
1373883637509,111,86,230,44,116,20,45,70,37,70,25,225,51
1373883937671,111,86,230,44,116,20,45,70,37,70,25,225,51
1373884237900,111,86,228,44,116,20,45,70,37,70,25,225,52
1373884538197,111,86,229,44,116,20,45,70,37,70,27,225,52
1373884838294,111,86,227,44,116,20,45,70,37,70,27,225,52
1373885138420,111,86,227,44,116,20,45,70,37,70,29,226,52
1373885438721,111,86,226,44,116,20,45,70,37,70,31,226,53
1373885738977,111,86,226,45,116,20,45,70,37,70,34,226,53
1373886039454,111,86,226,46,116,20,45,70,37,70,37,226,53
1373886339646,111,86,226,50,116,20,45,70,37,70,39,226,53
1373886639993,111,86,225,55,116,20,45,70,37,70,40,226,52
1373886940055,111,86,225,60,116,20,45,70,37,70,41,227,53
1373887240387,111,86,226,66,116,20,45,70,37,70,42,228,52
1373887540585,111,86,226,75,116,20,45,70,37,70,44,229,53
1373887840756,111,86,227,80,116,20,45,70,37,70,47,229,54
1373888141183,111,86,227,85,116,20,45,70,37,70,50,229,54
1373888441291,111,86,229,92,117,20,45,70,37,70,54,230,53
1373888741552,111,86,230,100,117,20,45,70,37,70,59,231,54
1373889041796,111,86,230,106,118,20,45,70,37,70,62,231,54
1373889341934,111,86,232,111,118,20,45,70,37,70,66,231,55
1373889642173,111,86,225,117,119,20,45,70,37,70,68,232,55
1373889942408,111,86,229,127,120,20,45,70,37,70,71,232,56
1373890242729,111,86,231,136,121,20,45,70,37,70,72,233,56
1373890542886,109,88,233,145,122,20,45,70,37,70,75,235,56
1373890843134,108,88,236,154,123,20,45,70,37,70,78,234,58
1373891143429,108,88,241,165,123,20,45,70,37,70,82,236,58
1373891443689,108,89,245,176,125,20,45,70,38,70,85,238,58
1373891743918,108,89,250,186,128,20,45,70,43,70,89,241,59
1373892044136,108,90,254,199,130,20,45,70,46,70,94,242,60
1373892344427,108,90,263,214,131,20,45,70,51,70,100,245,61
1373892644763,108,90,271,230,132,20,45,70,56,70,107,248,61
1373892944982,110,91,276,248,134,20,45,70,60,71,114,251,62
1373893245052,111,92,285,260,138,20,45,70,67,76,121,254,64
1373893545366,112,92,292,272,142,20,45,70,74,83,127,256,66
1373893850588,112,93,298,283,146,20,45,70,79,88,134,258,67
1373894145890,114,93,307,293,151,20,45,70,83,93,140,261,66
1373894446189,116,94,313,306,155,21,45,70,89,97,143,258,67
1373894746300,117,94,321,315,163,21,45,70,93,102,148,261,68
1373895046629,118,94,330,327,169,21,45,70,100,107,153,263,69
1373895346747,119,96,341,338,178,21,45,70,106,113,159,268,68
1373895646909,120,97,350,353,189,22,45,70,113,118,165,271,68
1373895947166,121,98,358,366,197,23,45,70,119,126,171,276,69
1373896247458,122,101,369,381,204,24,45,72,123,120,176,281,71
1373896547627,124,102,380,395,210,25,46,75,127,123,181,288,74
1373896847776,127,104,386,409,214,26,48,77,129,127,186,295,76
1373897148030,128,106,396,427,221,27,48,76,135,129,192,302,78
1373897448311,131,108,404,440,227,28,49,77,140,132,199,299,82
1373897748497,134,109,411,455,235,29,49,77,146,136,207,304,84
1373898048769,139,111,416,472,244,30,49,78,151,140,216,310,87
1373898349111,146,112,426,488,249,32,50,78,159,146,224,319,89
1373898649279,151,115,430,506,255,34,50,78,167,154,229,329,92
1373898949506,156,117,436,527,262,33,51,78,174,161,238,342,96
1373899249829,163,119,443,547,268,35,50,79,184,173,249,352,98
1373899550166,171,121,454,569,278,36,52,79,192,184,259,363,100
1373899850436,184,123,464,593,284,36,54,80,199,195,268,377,107
1373900150612,196,126,475,614,291,37,56,85,208,208,279,389,111
1373900450927,209,130,485,641,298,39,57,87,216,218,291,405,114
1373900751141,220,133,498,667,306,40,58,88,226,228,303,419,115
1373901051416,236,136,512,694,318,42,60,90,237,238,314,430,118
1373901351476,255,136,525,717,327,44,62,93,249,249,325,447,124
1373901651747,274,138,537,744,338,44,66,93,260,261,338,464,131
1373901952257,289,142,549,765,347,46,68,95,271,277,352,483,135
1373902252075,307,148,561,781,353,48,71,96,280,288,361,502,143
1373902552624,324,152,572,794,361,49,73,100,289,299,371,522,150
1373902852595,336,157,586,809,367,52,75,103,295,309,382,547,154
1373903152997,357,164,599,820,373,53,77,104,302,319,394,568,160
1373903453189,374,170,610,828,382,55,80,108,310,326,406,592,167
1373903753369,390,173,620,837,388,56,84,111,318,337,419,617,173
1373904053680,406,178,629,846,395,57,85,114,323,346,432,638,180
1373904353900,420,180,643,854,401,59,89,116,332,359,446,654,186
1373904654209,437,186,654,863,404,61,92,118,339,368,459,675,190
1373904954463,451,191,673,869,408,62,98,120,347,379,470,698,198
1373905254711,462,194,689,875,412,62,100,122,354,389,482,717,207
1373905555048,477,239,707,885,414,65,103,125,359,396,495,741,216
1373905855170,488,247,720,891,417,68,104,129,365,407,508,767,227
