id,name,lat,lon,off_or_on_street,capacity
722151,Webster St (1501-1599),undefined,undefined,ON,5
722152,Webster St (1500-1598),undefined,undefined,ON,4
722162,Webster St (1600-1698),undefined,undefined,ON,6
722211,Webster St (2001-2199),undefined,undefined,ON,3
722212,Webster St (2100-2198),undefined,undefined,ON,3
722221,Webster St (2201-2299),undefined,undefined,ON,1
722222,Webster St (2200-2298),undefined,undefined,ON,1
818011,Brannan St (1-199),undefined,undefined,ON,27
818012,Brannan St (2-198),undefined,undefined,ON,32
820011,Bryant St (51-99),undefined,undefined,ON,10
820012,Bryant St (32-98),undefined,undefined,ON,11
826061,Delancey St (601-699),undefined,undefined,ON,18
826062,Delancey St (600-698),undefined,undefined,ON,22
830001,Embarcadero North (1-99),undefined,undefined,ON,16
830012,Embarcadero North (100-198),undefined,undefined,ON,2
830021,Embarcadero North (201-299),undefined,undefined,ON,8
830022,Embarcadero North (200-298),undefined,undefined,ON,3
831001,Embarcadero South (1-99),undefined,undefined,ON,8
831021,Embarcadero South (201-299),undefined,undefined,ON,18
831022,Embarcadero South (200-298),undefined,undefined,ON,20
831032,Embarcadero South (300-398),undefined,undefined,ON,12
831041,Embarcadero South (401-499),undefined,undefined,ON,27
831042,Embarcadero South (400-498),undefined,undefined,ON,19
831051,Embarcadero South (501-599),undefined,undefined,ON,29
831052,Embarcadero South (500-598),undefined,undefined,ON,15
831061,Embarcadero South (601-699),undefined,undefined,ON,32
831071,King St (701-799),undefined,undefined,ON,30
844002,Howard St (2-48),undefined,undefined,ON,1
847001,Jefferson St (1-99),undefined,undefined,ON,17
847011,Jefferson St (101-199),undefined,undefined,ON,17
847031,Jefferson St (301-399),undefined,undefined,ON,12
847032,Jefferson St (302-398),undefined,undefined,ON,9
847041,Jefferson St (401-499),undefined,undefined,ON,7
847042,Jefferson St (400-498),undefined,undefined,ON,5
847052,Jefferson St (500-598),undefined,undefined,ON,5
864041,Spear St (401-499),undefined,undefined,ON,7
864042,Spear St (400-498),undefined,undefined,ON,20
865021,Steuart St (200-248),undefined,undefined,ON,2
865022,Steuart St (201-249),undefined,undefined,ON,1
